en,ru,pl,be,uk,bg,sl,cs,ca,es,tr
"In the south-western part of the country, an urban settlement evolved in [???].",В юго-западной части страны городское поселение сложилось в [???].,W południowo-zachodniej części kraju osada miejska rozwinęła się w [???].,У паўднёва-заходняй частцы краіны пасёлак гарадскога тыпу склаўся [???].,У південно-західній частині країни міське поселення виникло [???].,В югозападната част на страната през [???] възниква градско селище.,V jugozahodnem delu države se je leta [???] razvilo urbano naselje.,V jihozápadní části země se v [???] vyvinulo městské osídlení.,"A la part sud-oest del país, un assentament urbà va evolucionar a [???].","En la parte suroeste del país, se desarrolló un asentamiento urbano en [???].","Ülkenin güneybatı kesiminde, [???]'da bir kentsel yerleşim gelişti."
The absolute monarchy was ended in [???].,Абсолютная монархия закончилась в [???].,Monarchia absolutna zakończyła się w [???].,Абсалютная манархія была ліквідавана [???].,Абсолютна монархія була покінчена [???].,Абсолютната монархия е сложена през [???].,Absolutne monarhije je bilo konec [???].,Absolutní monarchie byla ukončena v [???].,La monarquia absoluta es va acabar el [???].,La monarquía absoluta terminó en [???].,Mutlak monarşi [???] yılında sona erdi.
The center of his cult was in [???].,Центр его культа находился в [???].,Centrum jego kultu znajdowało się w [???].,Цэнтр яго культу знаходзіўся ў [???].,Центр його культу знаходився в [???].,Центърът на неговия култ е в [???].,Središče njegovega kulta je bilo leta [???].,Centrum jeho kultu bylo v [???].,El centre del seu culte era a [???].,El centro de su culto estaba en [???].,Kültünün merkezi [???] idi.
"During the school holidays in 1926, he returned to visit his family in [???].",Во время школьных каникул в 1926 году он вернулся к своей семье в [???].,W czasie wakacji szkolnych 1926 r. wrócił do rodziny w [???].,Падчас школьных канікул у 1926 г. ён вярнуўся да сям'і ў [???].,"Під час шкільних канікул у 1926 році він повернувся, щоб відвідати свою родину в [???].",По време на училищните ваканции през 1926 г. той се връща да посети семейството си в [???].,Med šolskimi počitnicami leta 1926 se je vrnil k družini v [???].,Během školních prázdnin v roce 1926 se vrátil navštívit svou rodinu v [???].,"Durant les vacances escolars de 1926, va tornar a visitar la seva família a [???].","Durante las vacaciones escolares de 1926, volvió a visitar a su familia en [???].",1926'daki okul tatillerinde [???]'daki ailesini ziyaret etmek için geri döndü.
"Needing a break, he then toured overseas for nine years, spending most of his time in [???].","Нуждаясь в перерыве, он затем девять лет гастролировал за границей, проводя большую часть своего времени в [???].","Potrzebując przerwy, przez dziewięć lat koncertował za granicą, spędzając większość czasu w [???].","Патрэбны перапынак, ён затым дзевяць гадоў гастраляваў за мяжой, праводзячы большую частку часу ў [???].","Потрібна перерва, він дев’ять років гастролював за кордоном, проводячи більшу частину свого часу в [???].","Нуждаейки се от почивка, той прави турне в чужбина в продължение на девет години, като прекарва по-голямата част от времето си в [???].","Ker je potreboval odmor, je nato devet let gostoval v tujini in večino časa preživel v [???].","Potřeboval přestávku, a tak cestoval devět let do zámoří, přičemž většinu času trávil v [???].","Necessitat d'un descans, després va fer una gira a l'estranger durant nou anys, passant la major part del seu temps a [???].","Necesitando un descanso, realizó una gira por el extranjero durante nueve años, pasando la mayor parte de su tiempo en [???].","Ara vermeye ihtiyacı vardı, ardından dokuz yıl boyunca denizaşırı turneye çıktı ve zamanının çoğunu [???] 'da geçirdi."
"The plant produces a few hundred vehicles annually, and its output is limited to local consumption( five dealers in [???]).","Завод выпускает несколько сотен автомобилей в год, и его производительность ограничена местным потреблением (пять дилеров в [???]).","Zakład produkuje kilkaset pojazdów rocznie, a jego produkcja ogranicza się do konsumpcji lokalnej (pięciu dilerów w [???]).","Завод вырабляе некалькі сотняў аўтамабіляў у год, і яго выпуск абмяжоўваецца мясцовым спажываннем (пяць дылераў у [???]).","Завод виробляє кілька сотень автомобілів на рік, і його випуск обмежується місцевим споживанням (п’ять дилерів у [???]).",Заводът произвежда няколкостотин превозни средства годишно и производството му е ограничено до местно потребление (пет дилъра в [???]).,"Tovarna proizvede nekaj sto vozil letno, njena proizvodnja pa je omejena na lokalno porabo (pet trgovcev v [???]).",Závod vyrábí několik stovek vozidel ročně a jeho produkce je omezena na místní spotřebu (pět prodejců v [???]).,La planta produeix uns centenars de vehicles anualment i la seva producció es limita al consum local (cinc concessionaris a [???]).,La planta produce unos cientos de vehículos al año y su producción se limita al consumo local (cinco concesionarios en [???]).,Tesis yılda birkaç yüz araç üretiyor ve üretimi yerel tüketimle sınırlı ([???]'da beş bayi).
"Technological artifacts of similar complexity did not reappear until the 14th century, when mechanical astronomical clocks appeared in [???].","Технологические артефакты подобной сложности не появлялись до 14 века, когда в [???] появились механические астрономические часы.","Artefakty technologiczne o podobnej złożoności pojawiły się ponownie dopiero w XIV wieku, kiedy to w [???] pojawiły się mechaniczne zegary astronomiczne.","Тэхналагічныя артэфакты падобнай складанасці не з'яўляліся да XIV стагоддзя, калі ў [???] з'явіліся механічныя астранамічныя гадзіннікі.","Технологічні артефакти подібної складності не з’являлися знову до 14 століття, коли в [???] з’явилися механічні астрономічні годинники.","Технологични артефакти с подобна сложност се появяват отново едва през 14 век, когато през [???] се появяват механични астрономически часовници.","Tehnološki artefakti podobne kompleksnosti so se ponovno pojavili šele v 14. stoletju, ko so se leta [???] pojavile mehanske astronomske ure.","Technologické artefakty podobné složitosti se znovu objevily až ve 14. století, kdy se v [???] objevily mechanické orloje.","Els artefactes tecnològics de complexitat similar no van reaparèixer fins al segle XIV, quan van aparèixer els rellotges astronòmics mecànics a [???].","Los artefactos tecnológicos de complejidad similar no reaparecieron hasta el siglo XIV, cuando aparecieron los relojes astronómicos mecánicos en [???].","Benzer karmaşıklığa sahip teknolojik eserler, [???]'da mekanik astronomik saatlerin ortaya çıktığı 14. yüzyıla kadar yeniden ortaya çıkmadı."
"In July 2008, this process allowed the construction of a"" mega-scale"" single-train plant in [???].",В июле 2008 года этот процесс позволил построить «мегамасштабный» однолинейный завод в [???].,W lipcu 2008 r. proces ten umożliwił budowę „megaskalowej” fabryki pojedynczych pociągów w [???].,У ліпені 2008 г. гэты працэс дазволіў пабудаваць «мегамаштабны» завод з адным цягніком у [???].,У липні 2008 року цей процес дозволив побудувати «мегамасштабний» однопоїздовий завод у [???].,"През юли 2008 г. този процес позволи изграждането на ""мегамащабна"" едновлакова фабрика в [???].","Julija 2008 je ta postopek omogočil izgradnjo ""megarazsežne"" tovarne z enim vlakom v [???].",V červenci 2008 tento proces umožnil výstavbu „velkého“ závodu s jedním vlakem v [???].,"El juliol de 2008, aquest procés va permetre la construcció d'una planta de tren únic ""a megaescala"" a [???].","En julio de 2008, este proceso permitió la construcción de una planta de tren único de ""megaescala"" en [???].","Temmuz 2008'de bu süreç, [???] 'da ""mega ölçekli"" tek tren fabrikasının inşasına izin verdi."
"Due to its opiate-related side effects such as euphoria, sedation and somnolence, hydrocodone is now one of the most common recreational prescription drugs in [???], along with oxycodone.","Из-за связанных с опиатами побочных эффектов, таких как эйфория, седативный эффект и сонливость, гидрокодон в настоящее время является одним из наиболее распространенных рекреационных рецептурных препаратов в [???], наряду с оксикодоном.","Ze względu na skutki uboczne związane z opiatami, takie jak euforia, uspokojenie i senność, hydrokodon jest obecnie jednym z najczęstszych rekreacyjnych leków na receptę w [???], obok oksykodonu.","З-за пабочных эфектаў, звязаных з ужываннем апіятаў, такіх як эйфарыя, заспакаенне і дрымотнасць, гідракадон цяпер з'яўляецца адным з самых распаўсюджаных рэкрэацыйных лекаў, якія адпускаюцца па рэцэпце ў [???], разам з оксікадонам.","Через пов’язані з опіатами побічні ефекти, такі як ейфорія, седативний ефект і сонливість, гідрокодон зараз є одним із найпоширеніших рекреаційних ліків, що відпускаються за рецептом, разом із оксикодоном.","Поради страничните ефекти, свързани с опиатите, като еуфория, седация и сънливост, хидрокодонът сега е едно от най-разпространените лекарства с рецепта за развлечение в [???], заедно с оксикодон.","Zaradi stranskih učinkov, povezanih z opiati, kot so evforija, sedacija in somnolenca, je hidrokodon skupaj z oksikodonom eno najpogostejših rekreacijskih zdravil na recept v [???].","Vzhledem k vedlejším účinkům souvisejícím s opiáty, jako je euforie, sedace a ospalost, je nyní hydrokodon spolu s oxykodonem jedním z nejběžnějších rekreačních léků na předpis v [???].","A causa dels seus efectes secundaris relacionats amb els opiacis com l'eufòria, la sedació i la somnolència, la hidrocodona és ara un dels fàrmacs recreatius amb recepta més comuns a [???], juntament amb l'oxicodona.","Debido a sus efectos secundarios relacionados con los opiáceos, como la euforia, la sedación y la somnolencia, la hidrocodona es ahora uno de los medicamentos recreativos recetados más comunes en [???], junto con la oxicodona.","Öfori, sedasyon ve uyuklama gibi afyonla ilgili yan etkileri nedeniyle, hidrokodon şu anda oksikodonla birlikte [???]'da en yaygın eğlence amaçlı reçeteli ilaçlardan biridir."
"As school consolidation became more common and as more rural residents migrated to cities making large high schools grow even larger, smaller high schools had only a mismatch to look forward to come tournament time, as success concentrated in [???]'s large urban and suburban schools.","По мере того, как укрупнение школ становилось все более распространенным явлением, и по мере того, как все больше сельских жителей мигрировали в города, в результате чего большие средние школы становились еще больше, у небольших средних школ было только несоответствие, чтобы с нетерпением ждать наступления времени турнира, поскольку успех был сосредоточен в больших городских [???] и пригородные школы.","W miarę jak konsolidacja szkół stawała się coraz bardziej powszechna, a coraz więcej mieszkańców wsi migrowało do miast, co powodowało, że duże szkoły średnie stawały się jeszcze większe, mniejsze szkoły średnie miały tylko niedopasowanie, by wyczekiwać nadchodzącego czasu turniejowego, ponieważ sukces koncentrował się w dużych miastach [???] i szkół podmiejskich.","Па меры таго, як кансалідацыя школ стала больш распаўсюджанай з'явай і больш сельскіх жыхароў мігравала ў гарады, у выніку чаго буйныя сярэднія школы станавіліся яшчэ большымі, меншыя сярэднія школы мелі толькі неадпаведнасць, каб з нецярпеннем чакаць наступлення турніру, бо поспех сканцэнтраваўся ў вялікіх гарадах [???] і прыгарадныя школы.","Оскільки консолідація шкіл ставала все більш поширеною і оскільки більше сільських жителів мігрувало до міст, завдяки чому великі середні школи ставали ще більшими, менші середні школи мали лише невідповідність, щоб з нетерпінням чекати настання турніру, оскільки успіх зосереджувався у великих містах [???] та приміські школи.","Тъй като консолидацията на училищата стана по-често срещана и тъй като повече селски жители мигрираха към градовете, правейки големите гимназии да станат още по-големи, по-малките гимназии имаха само несъответствие, за да очакват с нетърпение идващото време на турнира, тъй като успехът беше концентриран в големите градски [???] и крайградски училища.","Ko je konsolidacija šol postala pogostejša in ko se je več podeželskih prebivalcev selilo v mesta, zaradi česar so se velike srednje šole še povečale, so manjše srednje šole imele le neusklajenost, da bi se veselile prihajajočega turnirskega časa, saj je bil uspeh koncentriran v [???] velikih mestnih in primestne šole.","Jak se konsolidace škol stala běžnější a jak se více venkovských obyvatel stěhovalo do měst, díky čemuž se velké střední školy ještě zvětšovaly, menší střední školy měly jen nesoulad, aby se těšily na nadcházející turnajový čas, protože úspěch se soustředil ve velkých městech [???] a příměstské školy.","A mesura que la consolidació de les escoles es va fer més comuna i com més residents rurals van emigrar a les ciutats fent que les grans escoles secundàries creixin encara més, les escoles secundàries més petites només tenien un desajust per esperar l'hora del torneig, ja que l'èxit es va concentrar a les grans ciutats de [???] i escoles suburbanes.","A medida que la consolidación de escuelas se hizo más común y que más residentes rurales emigraron a las ciudades, lo que hizo que las escuelas secundarias grandes crecieran aún más, las escuelas secundarias más pequeñas solo tenían un desajuste que esperar cuando llegara el momento del torneo, ya que el éxito se concentró en las grandes áreas urbanas de [???] y escuelas suburbanas.","Okul konsolidasyonu daha yaygın hale geldikçe ve daha fazla kırsal bölge sakini şehirlere göç ederek büyük liselerin daha da büyümesini sağladıkça, başarı [???]'nın büyük şehir merkezinde yoğunlaştığından, daha küçük liselerin turnuva zamanını dört gözle beklemek için yalnızca bir uyumsuzluğu vardı. ve banliyö okulları."
"The factual content of the work tends to be deemed more credible as it discusses more recent times, as the distance in time between the events described and the composition of the saga was shorter, allowing traditions to be retained in a largely accurate form, and because in the twelfth century the first contemporary written sources begin to emerge in [???].","Фактическое содержание произведения, как правило, считается более достоверным, поскольку в нем обсуждаются более поздние времена, поскольку расстояние во времени между описанными событиями и составом саги было короче, что позволяло сохранить традиции в в значительной степени точной форме, а также потому, что в двенадцатом веке в [???] начинают появляться первые современные письменные источники.","Treść merytoryczna dzieła wydaje się być bardziej wiarygodna, ponieważ dotyczy czasów bliższych, gdyż dystans czasowy między opisywanymi wydarzeniami a ułożeniem sagi był krótszy, co pozwalało na zachowanie tradycji w dużej mierze dokładnej formie, a ponieważ w XII wieku pojawiają się pierwsze współczesne źródła pisane w [???].","Фактычны змест твора, як правіла, лічыцца больш заслугоўваючым даверу, паколькі ў ім разглядаюцца больш познія часы, паколькі адлегласць у часе паміж апісанымі падзеямі і складаннем сагі была карацейшай, што дазваляла захаваць традыцыі ў больш дакладнай форме, і таму што у дванаццатым стагоддзі ў [???] пачынаюць з'яўляцца першыя тагачасныя пісьмовыя крыніцы.","Фактичний зміст твору, як правило, вважається більш достовірним, оскільки в ньому розглядаються новіші часи, оскільки відстань у часі між описаними подіями та композицією саги була коротшою, що дозволяло зберегти традиції в значною мірою точній формі, і оскільки у дванадцятому столітті починають з’являтися перші тогочасні письмові джерела в [???].","Фактическото съдържание на произведението има тенденция да се счита за по-достоверно, тъй като разглежда по-нови времена, тъй като разстоянието във времето между описаните събития и състава на сагата е по-кратко, което позволява традициите да бъдат запазени в до голяма степен точна форма и тъй като през дванадесети век започват да се появяват първите съвременни писмени източници в [???].","Dejanska vsebina dela se običajno šteje za bolj verodostojno, ker obravnava novejši čas, saj je bila časovna razdalja med opisanimi dogodki in sestavo sage krajša, kar je omogočilo ohranitev izročila v precej natančni obliki, in ker v dvanajstem stoletju začnejo nastajati prvi sodobni pisni viri v [???].","Věcný obsah díla má tendenci být považován za věrohodnější, protože pojednává o novější době, protože časová vzdálenost mezi popsanými událostmi a složením ságy byla kratší, což umožnilo zachovat tradice ve velmi přesné podobě, a protože ve dvanáctém století se první současné písemné prameny začínají objevovat v [???].","El contingut factual de l'obra acostuma a considerar-se més creïble a mesura que parla d'èpoques més recents, ja que la distància en el temps entre els esdeveniments descrits i la composició de la saga va ser més curta, la qual cosa va permetre conservar les tradicions d'una forma molt precisa, i perquè al segle XII comencen a sorgir les primeres fonts escrites contemporànies a [???].","El contenido fáctico de la obra tiende a considerarse más creíble cuando analiza tiempos más recientes, ya que la distancia en el tiempo entre los eventos descritos y la composición de la saga fue más corta, lo que permitió que las tradiciones se conservaran de forma en gran medida precisa, y porque en el siglo XII comienzan a surgir las primeras fuentes escritas contemporáneas en [???].","Anlatılan olaylar ile destanın bileşimi arasındaki zaman mesafesi daha kısa olduğundan, geleneklerin büyük ölçüde doğru bir biçimde korunmasına izin verdiğinden, çalışmanın olgusal içeriği daha yakın zamanları tartıştığı için daha güvenilir kabul edilme eğilimindedir. on ikinci yüzyılda ilk çağdaş yazılı kaynaklar [???]'da ortaya çıkmaya başlar."
"The first passenger terminal in [???] was in fact a crag in the lake, from which travelers were rowed into the city.","Первый пассажирский терминал в [???] был на самом деле утесом в озере, с которого путешественников спускали в город.","Pierwszym terminalem pasażerskim w [???] była w rzeczywistości skała w jeziorze, z której wiosłowano podróżnych do miasta.","Першы пасажырскі тэрмінал у [???] быў насамрэч скалой у возеры, з якой падарожнікаў адпраўлялі ў горад.","Перший пасажирський термінал у [???] був фактично скелею в озері, з якої мандрівники веслували до міста.","Първият пътнически терминал в [???] всъщност беше скала в езерото, от която пътниците бяха с гребла към града.","Prvi potniški terminal v [???] je bil pravzaprav skala v jezeru, s katere so popotniki veslali v mesto.","První terminál pro cestující v [???] byl ve skutečnosti skalní útes v jezeře, ze kterého byli cestující veslováni do města.","La primera terminal de passatgers a [???] va ser, de fet, un penya-segat al llac, des del qual els viatgers van entrar a rem a la ciutat.","La primera terminal de pasajeros en [???] era de hecho un peñasco en el lago, desde el cual se conducía a los viajeros a la ciudad.",[???]'daki ilk yolcu terminali aslında gölde yolcuların kürekle şehre girdikleri bir kayalıktı.
Volcanic eruptions are experienced somewhere in [???] on an average of once every five years.,Извержения вулканов происходят где-то в [???] в среднем раз в пять лет.,Erupcje wulkanów występują gdzieś w [???] średnio raz na pięć lat.,Вывяржэнні вулканаў адбываюцца дзесьці ў [???] у сярэднім раз у пяць гадоў.,Виверження вулканів відбуваються десь у [???] в середньому раз на п’ять років.,Вулканични изригвания се наблюдават някъде в [???] средно веднъж на всеки пет години.,Vulkanski izbruhi se zgodijo nekje v [???] v povprečju enkrat na pet let.,Sopečné erupce zažíváme někde v [???] v průměru jednou za pět let.,Les erupcions volcàniques s'experimenten en algun lloc de [???] de mitjana una vegada cada cinc anys.,Las erupciones volcánicas se experimentan en algún lugar de [???] en un promedio de una vez cada cinco años.,Volkanik patlamalar [???]'da bir yerde ortalama beş yılda bir yaşanıyor.
"There are around 1,300 known species of insects in [???], which is a rather low number compared with other countries( over one million species have been described worldwide).","В [???] известно около 1300 видов насекомых, что довольно мало по сравнению с другими странами (во всем мире описано более миллиона видов).","Istnieje około 1300 znanych gatunków owadów w [???], co jest raczej niewielką liczbą w porównaniu z innymi krajami (na całym świecie opisano ponad milion gatunków).","У [???] вядома каля 1300 відаў насякомых, што даволі мала ў параўнанні з іншымі краінамі (у свеце апісана больш за мільён відаў).","У [???] відомо близько 1300 видів комах, що є досить низьким числом порівняно з іншими країнами (у світі описано понад мільйон видів).","Има около 1300 известни вида насекоми в [???], което е доста малък брой в сравнение с други страни (над един милион вида са описани по целия свят).","V [???] je znanih okoli 1300 vrst žuželk, kar je v primerjavi z drugimi državami precej nizko število (po vsem svetu je opisanih več kot milijon vrst).","V [???] je známo kolem 1 300 druhů hmyzu, což je ve srovnání s jinými zeměmi poměrně nízké číslo (celosvětově bylo popsáno přes jeden milion druhů).","Hi ha unes 1.300 espècies d'insectes conegudes a [???], que és una xifra força baixa en comparació amb altres països (s'han descrit més d'un milió d'espècies a tot el món).","Hay alrededor de 1.300 especies conocidas de insectos en [???], que es un número bastante bajo en comparación con otros países (se han descrito más de un millón de especies en todo el mundo).","[???]'da bilinen yaklaşık 1.300 böcek türü vardır ve bu, diğer ülkelerle karşılaştırıldığında oldukça düşük bir sayıdır (dünya çapında bir milyondan fazla tür tanımlanmıştır)."
The extent of the political power possessed by the office of the president is disputed by legal scholars in [???]; several provisions of the constitution appear to give the president some important powers but other provisions and traditions suggest differently.,"Степень политической власти, которой обладает офис президента, оспаривается учеными-юристами в [???]; некоторые положения конституции, по-видимому, наделяют президента некоторыми важными полномочиями, но другие положения и традиции предполагают иное.","Zakres władzy politycznej urzędu prezydenta jest kwestionowany przez prawników w [???]; wydaje się, że kilka postanowień konstytucji nadaje prezydentowi pewne ważne uprawnienia, ale inne przepisy i tradycje sugerują inaczej.","Ступень палітычнай улады, якой валодае пасада прэзідэнта, аспрэчваецца правазнаўцамі ў [???]; некаторыя палажэнні канстытуцыі, здаецца, даюць прэзідэнту некаторыя важныя паўнамоцтвы, але іншыя палажэнні і традыцыі мяркуюць іншае.","Обсяг політичної влади, якою володіє посада президента, заперечується вченими-юристами в [???]; кілька положень конституції, здається, надають президенту деякі важливі повноваження, але інші положення та традиції свідчать про інше.","Обхватът на политическата власт, притежавана от длъжността президент, се оспорва от правните учени в [???]; няколко разпоредби от конституцията изглежда дават на президента някои важни правомощия, но други разпоредби и традиции предполагат друго.","Pravniki oporekajo obsegu politične moči, ki jo ima položaj predsednika [???]; zdi se, da več določb ustave daje predsedniku nekaj pomembnih pooblastil, vendar druge določbe in tradicije kažejo drugače.","Rozsah politické moci, kterou má úřad prezidenta, zpochybňují právní vědci v [???]; zdá se, že několik ustanovení ústavy dává prezidentovi některé důležité pravomoci, ale jiná ustanovení a tradice navrhují něco jiného.","L'extensió del poder polític que posseeix l'oficina del president és discutida per juristes a [???]; diverses disposicions de la constitució semblen donar al president alguns poders importants, però altres disposicions i tradicions suggereixen una altra cosa.","El alcance del poder político que posee el cargo de presidente es cuestionado por los estudiosos del derecho en [???]; varias disposiciones de la constitución parecen otorgar al presidente algunos poderes importantes, pero otras disposiciones y tradiciones sugieren lo contrario.","Cumhurbaşkanlığı makamının sahip olduğu siyasi gücün kapsamı [???] hukukçuları tarafından tartışılmaktadır; anayasanın bazı hükümleri cumhurbaşkanına bazı önemli yetkiler veriyor gibi görünmektedir, ancak diğer hükümler ve gelenekler farklı şekilde önermektedir."
"There are 79 municipalities in [???] which govern local matters like schools, transport and zoning.","В [???] есть 79 муниципалитетов, которые регулируют местные вопросы, такие как школы, транспорт и зонирование.","W [???] jest 79 gmin, które regulują sprawy lokalne, takie jak szkoły, transport i podział na strefy.","У [???] ёсць 79 муніцыпалітэтаў, якія рэгулююць мясцовыя пытанні, такія як школы, транспарт і занаванне.","У [???] є 79 муніципалітетів, які регулюють місцеві питання, такі як школи, транспорт і зонування.","В [???] има 79 общини, които управляват местни въпроси като училища, транспорт и зониране.","V [???] je 79 občin, ki urejajo lokalne zadeve, kot so šole, promet in coniranje.","V [???] je 79 obcí, které řídí místní záležitosti, jako jsou školy, doprava a územní plánování.","Hi ha 79 municipis a [???] que regeixen qüestions locals com les escoles, el transport i la zonificació.","Hay 79 municipios en [???] que gobiernan asuntos locales como escuelas, transporte y zonificación.","[???]'da okullar, ulaşım ve imar gibi yerel konuları yöneten 79 belediye var."
"There was a currency crisis that started in the spring of 2008, and on 6 October trading in [???]'s banks was suspended as the government battled to save the economy.","Весной 2008 года начался валютный кризис, и 6 октября торговля в банках [???] была приостановлена, поскольку правительство боролось за спасение экономики.","Nastąpił kryzys walutowy, który rozpoczął się wiosną 2008 r., a 6 października handel w bankach [???] został zawieszony, ponieważ rząd walczył o ratowanie gospodarki.","Быў валютны крызіс, які пачаўся вясной 2008 года, і 6 кастрычніка гандаль у банках [???] быў прыпынены, бо ўрад змагаўся за выратаванне эканомікі.","Була валютна криза, яка почалася навесні 2008 року, і 6 жовтня торгівля в банках [???] була призупинена, оскільки уряд боровся за порятунок економіки.","Имаше валутна криза, която започна през пролетта на 2008 г. и на 6 октомври търговията в банките на [???] беше спряна, докато правителството се бореше да спаси икономиката.","Prišlo je do valutne krize, ki se je začela spomladi 2008, 6. oktobra pa je bilo trgovanje v [???] bankah prekinjeno, saj se je vlada borila za rešitev gospodarstva.","Na jaře roku 2008 vypukla měnová krize a 6. října bylo pozastaveno obchodování v [???] bankách, protože vláda bojovala o záchranu ekonomiky.",Hi va haver una crisi de divises que va començar a la primavera del 2008 i el 6 d'octubre es va suspendre el comerç als bancs de [???] mentre el govern lluitava per salvar l'economia.,"Hubo una crisis monetaria que comenzó en la primavera de 2008, y el 6 de octubre se suspendieron las operaciones en los bancos de [???] mientras el gobierno luchaba por salvar la economía.",2008 baharında başlayan bir döviz krizi vardı ve 6 Ekim'de hükümet ekonomiyi kurtarmak için mücadele ederken [???] bankalarındaki işlemler askıya alındı.
Most general aviation traffic is also in [???].,Большая часть авиаперевозок общего назначения также приходится на [???].,Większość ruchu lotnictwa ogólnego odbywa się również w [???].,Большая частка перавозак авіяцыі агульнага прызначэння таксама адбываецца ў [???].,Більшість польотів авіації загального призначення також припадає на [???].,По-голямата част от трафика на общата авиация също е в [???].,Večina prometa splošnega letalstva je tudi v [???].,Většina všeobecného leteckého provozu je také v [???].,La majoria del trànsit d'aviació general també es troba a [???].,La mayor parte del tráfico de aviación general también está en [???].,Çoğu genel havacılık trafiği de [???] içindedir.
There are 103 registered airports and airfields in [???]; most of them are unpaved and located in rural areas.,В [???] зарегистрировано 103 аэропорта и аэродрома; большинство из них грунтовые и расположены в сельской местности.,W [???] zarejestrowanych jest 103 lotnisk i lotnisk; większość z nich jest nieutwardzona i znajduje się na obszarach wiejskich.,У [???] зарэгістраваны 103 аэрапорты і аэрадромы; большасць з іх неасфальтаваныя і размешчаны ў сельскай мясцовасці.,У [???] зареєстровано 103 аеропорти та аеродроми; більшість із них ґрунтові та розташовані в сільській місцевості.,В [???] има регистрирани 103 летища и летища; повечето от тях са неасфалтирани и се намират в селските райони.,V [???] so registrirana 103 letališča in vzletišča; večina jih je neasfaltiranih in se nahajajo na podeželju.,V [???] je registrováno 103 letišť a letišť; většina z nich je nezpevněná a nachází se ve venkovských oblastech.,Hi ha 103 aeroports i aeròdroms registrats a [???]; la majoria d'ells no asfaltats i situats en zones rurals.,Hay 103 aeropuertos y aeródromos registrados en [???]; la mayoría de ellos no están pavimentados y están ubicados en áreas rurales.,[???]'da 103 kayıtlı hava alanı ve havaalanı var; çoğu asfaltsız ve kırsal alanlarda bulunuyor.
All schools in [???] are mixed sex schools.,Все школы в [???] смешанные школы.,Wszystkie szkoły w [???] są szkołami koedukacyjnymi.,Усе школы ў [???] змешаныя сэксуальныя школы.,Усі школи в [???] є змішаними.,Всички училища в [???] са училища със смесен пол.,Vse šole v [???] so mešane spolne šole.,Všechny školy v [???] jsou školy smíšeného pohlaví.,Totes les escoles de [???] són escoles de sexe mixt.,Todas las escuelas en [???] son ​​escuelas mixtas.,[???]'daki tüm okullar karma okullardır.
"With 60.2 million inhabitants, it is the sixth most populous country in [???], and the twenty-third most populous in the world.","С 60,2 миллионами жителей это шестая по численности населения страна в [???] и двадцать третья по численности населения страна в мире.","Z 60,2 milionami mieszkańców jest szóstym najbardziej zaludnionym krajem w [???] i dwudziestym trzecim najbardziej zaludnionym krajem na świecie.","З 60,2 мільёнамі жыхароў гэта шостая па колькасці насельніцтва краіна ў [???] і дваццаць трэцяя па колькасці насельніцтва ў свеце.","Маючи 60,2 мільйона жителів, це шоста за чисельністю населення країна в [???] і двадцять третя за чисельністю населення країна в світі.","С 60,2 милиона жители, тя е шестата по население страна в [???] и двадесет и третата по население в света.","S 60,2 milijona prebivalcev je šesta najbolj naseljena država v [???] in triindvajseta najbolj naseljena država na svetu.","S 60,2 miliony obyvatel je šestou nejlidnatější zemí v [???] a dvacátou třetí nejlidnatější na světě.","Amb 60,2 milions d'habitants, és el sisè país més poblat de [???], i el vint-i-terzè més poblat del món.","Con 60,2 millones de habitantes, es el sexto país más poblado de [???], y el vigésimo tercero más poblado del mundo.","60,2 milyon nüfusu ile [???] bölgesinin en kalabalık altıncı ve dünyanın en kalabalık yirmi üçüncü ülkesidir."
"The nation has one of the highest levels of faunal biodiversity in [???] with over 57,000 species recorded.","В стране один из самых высоких уровней биоразнообразия фауны в [???], где зарегистрировано более 57 000 видов.",Naród ma jeden z najwyższych poziomów różnorodności biologicznej fauny w [???] z ponad 57 000 zarejestrowanych gatunków.,Нацыя мае адзін з самых высокіх узроўняў фауністычнай біяразнастайнасці ў [???] з больш чым 57 000 зарэгістраваных відаў.,Нація має один із найвищих рівнів біорізноманіття фауни в [???] із зареєстрованими понад 57 000 видів.,Нацията има едно от най-високите нива на фаунистично биоразнообразие в [???] с регистрирани над 57 000 вида.,Država ima eno najvišjih stopenj živalske biotske raznovrstnosti v [???] z več kot 57.000 zabeleženimi vrstami.,Národ má jednu z nejvyšších úrovní biologické rozmanitosti fauny v [???] s více než 57 000 zaznamenanými druhy.,La nació té un dels nivells més alts de biodiversitat faunística a [???] amb més de 57.000 espècies registrades.,"La nación tiene uno de los niveles más altos de biodiversidad de fauna en [???] con más de 57,000 especies registradas.","Ülke, kaydedilen 57.000'den fazla türle [???]'daki en yüksek faunal biyolojik çeşitlilik seviyelerinden birine sahiptir."
