en,ru,pl,be,uk,bg,sl,cs,ca,es,tr
" Since the [???] and the [???] have diametrically opposed policies, they have been unable to form an effective opposition coalition."," Поскольку [???] и [???] проводят диаметрально противоположную политику, они не смогли сформировать эффективную оппозиционную коалицию."," Ponieważ [???] i [???] mają diametralnie przeciwne polityki, nie są w stanie stworzyć skutecznej koalicji opozycyjnej."," Паколькі [???] і [???] праводзілі дыяметральна супрацьлеглую палітыку, яны не змаглі сфармаваць эфектыўную апазіцыйную кааліцыю."," Оскільки [???] і [???] проводили діаметрально протилежну політику, вони не змогли сформувати ефективну опозиційну коаліцію."," Тъй като [???] и [???] имат диаметрално противоположни политики, те не успяха да сформират ефективна опозиционна коалиция."," Ker imata [???] in [???] diametralno nasprotno politiko, jima ni uspelo sestaviti učinkovite opozicijske koalicije."," Vzhledem k tomu, že [???] a [???] mají diametrálně odlišné politiky, nebyly schopny vytvořit účinnou opoziční koalici."," Com que [???] i [???] tenen polítiques diametralment oposades, no han pogut formar una coalició d'oposició eficaç."," Dado que [???] y [???] tienen políticas diametralmente opuestas, no han podido formar una coalición de oposición efectiva."," [???] ve [???] taban tabana zıt politikalara sahip olduklarından, etkili bir muhalefet koalisyonu oluşturamadılar."
 Together the [???] provide the resources and opportunities of a large university while enabling the specialization and personal attention afforded by the individual colleges.," Вместе [???] обеспечивают ресурсы и возможности крупного университета, обеспечивая при этом специализацию и личное внимание, предоставляемое отдельными колледжами."," Razem [???] zapewniają zasoby i możliwości dużego uniwersytetu, jednocześnie umożliwiając specjalizację i osobistą uwagę zapewnianą przez poszczególne kolegia."," Разам [???] забяспечваюць рэсурсы і магчымасці вялікага універсітэта, забяспечваючы пры гэтым спецыялізацыю і персанальны падыход, які прадастаўляецца асобным каледжам."," Разом [???] забезпечують ресурси та можливості великого університету, водночас забезпечуючи спеціалізацію та особисту увагу, яку надають окремі коледжі."," Заедно [???] осигуряват ресурсите и възможностите на голям университет, като същевременно позволяват специализацията и персоналното внимание, предоставено от отделните колежи."," Skupaj [???] zagotavljajo vire in priložnosti velike univerze, hkrati pa omogočajo specializacijo in osebno pozornost, ki jo nudijo posamezne fakultete.", Společně [???] poskytují zdroje a příležitosti velké univerzity a zároveň umožňují specializaci a osobní pozornost poskytovanou jednotlivými vysokými školami.," Junts, els [???] proporcionen els recursos i les oportunitats d'una gran universitat alhora que permeten l'especialització i l'atenció personal que ofereixen els col·legis individuals."," Juntos, los [???] brindan los recursos y las oportunidades de una gran universidad al tiempo que permiten la especialización y la atención personalizada que brindan las universidades individuales."," [???] birlikte, büyük bir üniversitenin kaynaklarını ve fırsatlarını sağlarken, her bir kolej tarafından sağlanan uzmanlaşmayı ve kişisel ilgiyi sağlar."
" Because of its mission statement, [???] places an unusually strong emphasis on general science education, requiring a full one-third of math, science, and engineering courses, known as the "" common core, "" outside of one 's major."," Из-за своей миссии [???] уделяет необычно сильное внимание общему естественнонаучному образованию, требуя полной трети курсов по математике, естественным наукам и инженерии, известных как «общее ядро», помимо основной специальности. ."," Ze względu na swoją misję [???] kładzie niezwykle duży nacisk na ogólną edukację naukową, wymagającą pełnej jednej trzeciej kursów z matematyki, nauk ścisłych i inżynierii, zwanych „wspólnym rdzeniem”, poza głównym kierunkiem ."," З-за сваёй місіі [???] робіць незвычайна моцны акцэнт на агульнай навуковай адукацыі, патрабуючы поўнай адной траціны курсаў матэматыкі, навукі і інжынерыі, вядомых як ""агульнае ядро"", па-за межамі спецыяльнасці ."," Через свою місію [???] робить надзвичайно сильний наголос на загальній науковій освіті, вимагаючи повної третини курсів математики, природничих наук та інженерії, відомих як «загальне ядро», поза межами спеціальності ."," Поради своята мисия, [???] поставя необичайно силен акцент върху общото научно образование, което изисква пълна една трета от курсове по математика, наука и инженерство, известни като „общото ядро“, извън специалността ."," Zaradi svoje izjave o poslanstvu daje [???] nenavadno močan poudarek splošni naravoslovni izobrazbi, ki zahteva celotno eno tretjino tečajev matematike, naravoslovja in inženiringa, znanih kot ""skupno jedro"", zunaj glavnega predmeta. ."," Vzhledem ke svému poslání klade [???] neobvykle silný důraz na všeobecné přírodovědné vzdělání, které vyžaduje celou jednu třetinu kurzů matematiky, přírodních věd a inženýrství, známých jako „společné jádro“, mimo hlavní obor ."," A causa de la seva declaració de missió, [???] posa un èmfasi inusualment fort en l'educació general de les ciències, que requereix un terç complet dels cursos de matemàtiques, ciències i enginyeria, coneguts com el ""nucli comú"", fora de la seva carrera principal. ."," Debido a su declaración de misión, [???] pone un énfasis inusualmente fuerte en la educación científica general, lo que requiere un tercio completo de los cursos de matemáticas, ciencias e ingeniería, conocidos como el ""núcleo común"", fuera de la especialización de uno. ."," [???] misyon beyanından dolayı, genel fen eğitimine alışılmadık derecede güçlü bir vurgu yapıyor ve kişinin ana dalının dışında ""ortak çekirdek"" olarak bilinen matematik, fen ve mühendislik derslerinin tam üçte birini gerektiriyor. ."
" The [???] is unsure where this convention arose, but dates it to 1931, with the suggestion that it was made to coincide with market day; this would ease voting for those who had to travel to the towns to cast their ballot."," [???] не уверен, где возникло это соглашение, но датирует его 1931 годом с предположением, что оно было приурочено к базарному дню; это облегчило бы голосование тем, кому нужно было ехать в города, чтобы проголосовать."," [???] nie jest pewien, gdzie powstała ta konwencja, ale datuje ją na rok 1931, z sugestią, że zbiegła się z dniem targowym; ułatwiłoby to głosowanie tym, którzy musieli podróżować do miast, aby oddać głos."," [???] не ведае, дзе ўзнік гэты з'езд, але датуе яго 1931 годам, мяркуючы, што ён быў зроблены, каб супасці з базарным днём; гэта палегчыла б галасаванне для тых, хто павінен быў ехаць у гарады, каб аддаць свой голас."," [???] не знає, де ця конвенція виникла, але датує її 1931 роком, припускаючи, що вона була зроблена, щоб збігтися з базарним днем; це полегшило б голосування для тих, хто повинен був їхати до міст, щоб віддати свій бюлетень."," [???] не е сигурен къде е възникнала тази конвенция, но я датира от 1931 г. с предположението, че е направена, за да съвпадне с пазарния ден; това ще улесни гласуването за онези, които трябва да пътуват до градовете, за да гласуват."," [???] ni prepričan, kje je nastala ta konvencija, vendar jo datira v leto 1931, s predlogom, da je bila narejena tako, da sovpada s tržnim dnem; to bi olajšalo glasovanje za tiste, ki so morali potovati v mesta, da bi oddali svoj glas."," [???] si není jistý, kde tato úmluva vznikla, ale datuje ji do roku 1931 s návrhem, že byla předstíraná, aby se shodovala se dnem trhu; to by usnadnilo hlasování těm, kteří museli cestovat do měst, aby odevzdali svůj hlas."," El [???] no sap on va sorgir aquesta convenció, però la data de l'any 1931, amb el suggeriment que es va fer coincidir amb el dia del mercat; això facilitaria la votació dels que s'havien de desplaçar a les poblacions per votar."," El [???] no está seguro de dónde surgió esta convención, pero la data de 1931, con la sugerencia de que se hizo coincidir con el día del mercado; esto facilitaría el voto de quienes tenían que viajar a los pueblos para emitir su voto."," [???], bu sözleşmenin nerede ortaya çıktığından emin değil, ancak pazar gününe denk gelmesi önerisiyle onu 1931'e tarihlendiriyor; bu, oy kullanmak için kasabalara gitmek zorunda kalanların oy kullanmasını kolaylaştıracaktır."
 The [???] has played an important role in international human rights law since its creation., [???] играет важную роль в международном праве прав человека с момента его создания., [???] odgrywa ważną rolę w międzynarodowym prawie praw człowieka od czasu jego powstania., З моманту свайго стварэння [???] адыгрывае важную ролю ў міжнародным праве правоў чалавека., [???] відіграє важливу роль у міжнародному праві прав людини з моменту свого створення., [???] играе важна роля в международното право за правата на човека от създаването си., [???] ima od svojega nastanka pomembno vlogo v mednarodnem pravu človekovih pravic., [???] hraje důležitou roli v mezinárodním právu lidských práv od svého vzniku., El [???] ha tingut un paper important en el dret internacional dels drets humans des de la seva creació., El [???] ha jugado un papel importante en el derecho internacional de los derechos humanos desde su creación.," [???], kuruluşundan bu yana uluslararası insan hakları hukukunda önemli bir rol oynamıştır."
 The [???] has an international mandate to:, [???] имеет международный мандат:, [???] posiada międzynarodowy mandat do:, [???] мае міжнародны мандат на:, [???] має міжнародний мандат на:, [???] има международен мандат да:, [???] ima mednarodni mandat za:, [???] má mezinárodní mandát:, El [???] té un mandat internacional per:, El [???] tiene un mandato internacional para:, [???] uluslararası bir yetkiye sahiptir:
 The [???] is a permanent body which meets in regular and special sessions several times a year to examine allegations of human rights violations in the hemisphere.," [???] является постоянно действующим органом, который собирается на регулярные и специальные заседания несколько раз в год для рассмотрения утверждений о нарушениях прав человека в полушарии."," [???] jest stałym organem, który spotyka się na regularnych i specjalnych sesjach kilka razy w roku w celu zbadania zarzutów łamania praw człowieka na półkuli."," [???] з'яўляецца пастаянна дзеючым органам, які збіраецца на рэгулярныя і спецыяльныя сесіі некалькі разоў на год для разгляду заяваў аб парушэннях правоў чалавека ў паўшар'і."," [???] є постійним органом, який збирається на регулярні та спеціальні сесії кілька разів на рік для розгляду заяв про порушення прав людини в півсвіті."," [???] е постоянен орган, който се събира на редовни и специални сесии няколко пъти годишно, за да разглежда твърдения за нарушения на човешките права в полукълбото."," [???] je stalno telo, ki se sestaja na rednih in izrednih zasedanjih večkrat na leto, da preuči obtožbe o kršitvah človekovih pravic v hemisferi."," [???] je stálý orgán, který se schází na pravidelných a zvláštních zasedáních několikrát ročně, aby prošetřil obvinění z porušování lidských práv na polokouli.", El [???] és un òrgan permanent que es reuneix en sessions ordinàries i extraordinàries diverses vegades a l'any per examinar les denúncies de violacions dels drets humans a l'hemisferi., El [???] es un órgano permanente que se reúne en sesiones ordinarias y extraordinarias varias veces al año para examinar denuncias de violaciones de derechos humanos en el hemisferio., [???] yarım küredeki insan hakları ihlallerine ilişkin iddiaları incelemek için yılda birkaç kez düzenli ve özel oturumlarda toplanan daimi bir organdır.
" With the exception of non-derogable human rights ( international conventions class the right to life, the right to be free from slavery, the right to be free from torture and the right to be free from retroactive application of penal laws as non-derogable), the [???] recognises that human rights can be limited or even pushed aside during times of national emergency -- although"," За исключением не допускающих отступлений прав человека (международные конвенции классифицируют право на жизнь, право на свободу от рабства, право на свободу от пыток и право на свободу от ретроактивного применения уголовных законов как не допускающие отступлений) , [???] признает, что права человека могут быть ограничены или даже отодвинуты в сторону во время чрезвычайного положения в стране, хотя"," Z wyjątkiem niepodlegających derogacji praw człowieka (konwencje międzynarodowe klasyfikują prawo do życia, prawo do wolności od niewolnictwa, prawo do wolności od tortur i prawo do wolności od wstecznego stosowania prawa karnego jako niepodlegające derogacji) , [???] uznaje, że prawa człowieka mogą być ograniczane lub nawet spychane na bok w czasach stanu wyjątkowego w kraju – chociaż"," За выключэннем правоў чалавека, якія не падлягаюць адступленню (міжнародныя канвенцыі кваліфікуюць права на жыццё, права на свабоду ад рабства, права на свабоду ад катаванняў і права на свабоду ад зваротнай сілы крымінальнага заканадаўства) , [???] прызнае, што правы чалавека могуць быць абмежаваныя ці нават адсунутыя падчас надзвычайнага становішча ў краіне - хоць"," За винятком прав людини, від яких не можна відступати (міжнародні конвенції класифікують право на життя, право бути вільним від рабства, право бути вільним від тортур і право бути вільним від застосування зворотної сили кримінального законодавства як такі, що не підлягають відступу) , [???] визнає, що права людини можуть бути обмежені або навіть відсунуті під час надзвичайних ситуацій у державі – хоча"," С изключение на човешките права, които не подлежат на дерогация (международните конвенции класифицират правото на живот, правото да бъдеш свободен от робство, правото да бъдеш свободен от изтезания и правото да бъдеш свободен от прилагане с обратна сила на наказателните закони като такива, които не допускат дерогация) , [???] признава, че човешките права могат да бъдат ограничени или дори изтласкани настрана по време на национално извънредно положение -- въпреки че"," Z izjemo neodstopljivih človekovih pravic (mednarodne konvencije med neodstopljive uvrščajo pravico do življenja, pravico biti osvobojen suženjstva, pravico biti brez mučenja in pravico biti brez retroaktivne uporabe kazenskih zakonov) , [???] priznava, da so lahko človekove pravice v času izrednih razmer v državi omejene ali celo odrinjene -- čeprav"," S výjimkou nederogovatelných lidských práv (mezinárodní úmluvy označují právo na život, právo na svobodu od otroctví, právo na svobodu mučení a právo na svobodu od retroaktivního uplatňování trestních zákonů za neodpustitelné) [???] uznává, že lidská práva mohou být omezena nebo dokonce odsunuta stranou v době národní nouze – ačkoli"," Amb l'excepció dels drets humans no susceptibles de derogació (les convencions internacionals classifiquen el dret a la vida, el dret a estar lliure de l'esclavitud, el dret a estar lliure de tortura i el dret a estar lliure de l'aplicació retroactiva de les lleis penals com a no derogables) , el [???] reconeix que els drets humans es poden limitar o fins i tot deixar de banda en temps d'emergència nacional, tot i que"," Con la excepción de los derechos humanos inderogables (las convenciones internacionales clasifican el derecho a la vida, el derecho a no ser esclavo, el derecho a no ser torturado y el derecho a no ser objeto de aplicación retroactiva de las leyes penales como no derogables) , el [???] reconoce que los derechos humanos pueden ser limitados o incluso dejados de lado durante tiempos de emergencia nacional, aunque"," Sınırlandırılamayan insan hakları hariç (uluslararası sözleşmeler yaşam hakkını, kölelikten kurtulma hakkını, işkenceden kurtulma hakkını ve ceza kanunlarının geriye dönük uygulanmasından kurtulma hakkını askıya alınamaz olarak sınıflandırır) [???], ulusal olağanüstü hal zamanlarında insan haklarının sınırlandırılabileceğini ve hatta bir kenara itilebileceğini kabul ediyor --"
" In the preseason, the [???] wear white at home.", В предсезонку [???] носят дома белое., W przedsezonie [???] ubierają się w domu na biało., У перадсезонне [???] дома носяць белае., Під час передсезону [???] вдома носять біле., В предсезона [???] носят бяло у дома., V predsezoni [???] doma nosijo belo., V předsezóně nosí [???] doma bílou barvu.," A la pretemporada, els [???] vesteixen de blanc a casa."," En la pretemporada, los [???] visten de blanco en casa.", Sezon öncesi dönemde [???] evde beyaz giyer.
 The [???] have also been a significant influence on doom metal and a number of its subgenres., [???] также оказали значительное влияние на дум-метал и ряд его поджанров., [???] wywarli również znaczący wpływ na doom metal i wiele jego podgatunków., [???] таксама аказалі значны ўплыў на дум-метал і шэраг яго паджанраў., [???] також мали значний вплив на дум-метал і низку його піджанрів., [???] също оказват значително влияние върху дуум метъла и редица негови поджанрове., [???] so prav tako pomembno vplivali na doom metal in številne njegove podzvrsti., [???] také významně ovlivnili doom metal a řadu jeho subžánrů., Els [???] també han tingut una influència significativa en el doom metal i alguns dels seus subgèneres., Los [???] también han tenido una influencia significativa en el doom metal y varios de sus subgéneros., [???] ayrıca doom metal ve onun bir dizi alt türü üzerinde önemli bir etkiye sahip olmuştur.
" [???] manufactures condensed soup, as well as "" ready to eat "" soups -- these are offered in single serve packaging as well as the traditional sized cans."," [???] производит сгущенные супы, а также «готовые к употреблению» супы — они предлагаются в упаковках на одну порцию, а также в банках традиционного размера."," [???] produkuje zupy zagęszczone, a także zupy „gotowe do spożycia” – oferowane w opakowaniach jednostkowych oraz w puszkach o tradycyjnej wielkości."," [???] вырабляе згушчаныя супы, а таксама ""гатовыя да ўжывання"" супы - яны прапануюцца ў адной порцыйнай упакоўцы, а таксама ў банках традыцыйнага памеру."," [???] виробляє згущені супи, а також готові до вживання супи — вони пропонуються в одноразовій упаковці, а також у банках традиційного розміру."," [???] произвежда кондензирана супа, както и „готови за консумация“ супи -- те се предлагат в опаковки за еднократно сервиране, както и в консерви с традиционен размер."," [???] izdeluje kondenzirano juho in juhe, pripravljene za uživanje, -- te so na voljo v embalaži za eno porcijo in v pločevinkah tradicionalne velikosti."," [???] vyrábí kondenzované polévky, stejně jako polévky „hotové k přímé spotřebě“ – ty jsou nabízeny v jednorázovém balení i v plechovkách tradiční velikosti."," [???] fabrica sopes condensades, així com sopes ""a punt per menjar"", que s'ofereixen en envasos individuals, així com les llaunes de mida tradicional."," [???] fabrica sopa condensada, así como sopas ""listas para comer"", que se ofrecen en envases de una sola porción, así como en las latas de tamaño tradicional."," [???] yoğunlaştırılmış çorba ve "" yemeye hazır "" çorbalar üretmektedir -- bunlar tek kullanımlık ambalajlarda ve geleneksel boyuttaki kutularda sunulmaktadır."
" Established in 1947, [???] manufactures more than 500 products, including canned fruit and vegetables, fruit juices, drinks, cordials and jams."," Основанная в 1947 году, [???] производит более 500 наименований продукции, включая фруктово-овощные консервы, фруктовые соки, напитки, наливки и джемы."," Założona w 1947 roku [???] produkuje ponad 500 produktów, w tym konserwy owocowo-warzywne, soki owocowe, napoje, nalewki i dżemy."," Заснаваная ў 1947 годзе, [???] вырабляе больш за 500 найменняў прадукцыі, у тым ліку фруктовыя і агароднінныя кансервы, фруктовыя сокі, напоі, гарэлкі і джэмы."," Заснована в 1947 році, [???] виробляє понад 500 найменувань продукції, включаючи фруктові та овочеві консерви, фруктові соки, напої, сироїжки та джеми."," Основана през 1947 г., [???] произвежда повече от 500 продукта, включително плодови и зеленчукови консерви, плодови сокове, напитки, сладкиши и конфитюри."," Podjetje [???], ustanovljeno leta 1947, proizvaja več kot 500 izdelkov, vključno s sadjem in zelenjavo v pločevinkah, sadnimi sokovi, pijačami, sladicami in marmeladami."," Společnost [???], založená v roce 1947, vyrábí více než 500 produktů, včetně konzervovaného ovoce a zeleniny, ovocných šťáv, nápojů, likérů a džemů."," Fundada l'any 1947, [???] fabrica més de 500 productes, incloent fruites i verdures en conserva, sucs de fruites, begudes, dolços i melmelades."," Fundada en 1947, [???] fabrica más de 500 productos, incluidas frutas y verduras enlatadas, jugos de frutas, bebidas, cordiales y mermeladas."," 1947 yılında kurulan [???], konserve meyve ve sebzeler, meyve suları, içecekler, likörler ve reçeller dahil olmak üzere 500'den fazla ürün üretmektedir."
 [???] is currently researching a similar molecule called anacetrapib., [???] в настоящее время исследует аналогичную молекулу под названием анацетрапиб., [???] prowadzi obecnie badania nad podobną cząsteczką zwaną anacetrapibem., [???] зараз даследуе падобную малекулу пад назвай анацэтрапіб., [???] зараз досліджує подібну молекулу під назвою анацетрапіб.," [???] в момента изследва подобна молекула, наречена анацетрапиб."," [???] trenutno raziskuje podobno molekulo, imenovano anacetrapib.", [???] v současné době zkoumá podobnou molekulu zvanou anacetrapib., [???] està investigant actualment una molècula similar anomenada anacetrapib., [???] actualmente está investigando una molécula similar llamada anacetrapib., [???] şu anda anasetrapib adı verilen benzer bir molekülü araştırıyor.
" [???] finish in fourth place in 1970 and saw the [???] take the division title, something that would become common in the 1970s."," [???] заняли четвертое место в 1970 году и увидели, как [???] взяли титул чемпиона дивизиона, что стало обычным явлением в 1970-х."," [???] zajął czwarte miejsce w 1970 roku i zobaczył, jak [???] zdobył tytuł dywizji, co stało się powszechne w latach siedemdziesiątych."," [???] фінішаваў на чацвёртым месцы ў 1970 годзе і ўбачыў, як [???] атрымаў тытул дывізіёна, што стала звычайнай з'явай у 1970-х."," [???] фінішував на четвертому місці в 1970 році, і [???] отримав титул у дивізіоні, що стало звичним явищем у 1970-х роках."," [???] завърши на четвърто място през 1970 г. и видя [???] да вземе титлата в дивизията, нещо, което ще стане обичайно през 1970-те."," [???] je leta 1970 končal na četrtem mestu in [???] je osvojil naslov divizije, kar je postalo običajno v sedemdesetih letih."," [???] skončil na čtvrtém místě v roce 1970 a viděl [???] získat divizní titul, něco, co se stalo běžným v 70. letech."," [???] va acabar en quart lloc l'any 1970 i va veure com [???] es va endur el títol de divisió, cosa que esdevindria habitual als anys setanta."," [???] terminó en cuarto lugar en 1970 y vio a [???] llevarse el título de división, algo que se volvería común en la década de 1970.", [???] 1970'te dördüncü oldu ve [???]'nın 1970'lerde yaygın hale gelecek olan bölüm unvanını aldığını gördü.
 Changes in the off-season would see the [???] make it big in 1986., Изменения в межсезонье позволили [???] добиться успеха в 1986 году.," Zmiany poza sezonem sprawiły, że [???] osiągnęli sukces w 1986 roku.", Змены ў міжсезонне прывядуць да [???] поспеху ў 1986 годзе., Зміни в міжсезоння призвели до успіху [???] в 1986 році., Промените в извън сезона ще накарат [???] да стане голям през 1986 г., Spremembe izven sezone bi [???] leta 1986 dosegle velik uspeh.," Změny v mimosezóně by v roce 1986 způsobily, že [???] bude velký.", Els canvis en la temporada baixa farien que el [???] fos gran el 1986., Los cambios en la temporada baja harían que el [???] triunfara en 1986.," Sezon dışı değişiklikler, [???]'nın 1986'da büyük olmasını sağlayacaktır."
 [???] has estimated that at least 100 members of its security forces had been killed.," [???] подсчитал, что по меньшей мере 100 сотрудников его сил безопасности были убиты."," [???] oszacował, że zginęło co najmniej 100 członków jego sił bezpieczeństwa."," [???] падлічыў, што па меншай меры 100 членаў яго сіл бяспекі былі забітыя."," [???] за оцінками, щонайменше 100 членів його сил безпеки були вбиті."," [???] изчисли, че най-малко 100 членове на неговите сили за сигурност са били убити."," [???] je ocenil, da je bilo ubitih vsaj 100 pripadnikov njegovih varnostnih sil."," [???] odhaduje, že bylo zabito nejméně 100 členů jejích bezpečnostních sil.", [???] ha estimat que almenys 100 membres de les seves forces de seguretat havien estat assassinats., [???] ha estimado que al menos 100 miembros de sus fuerzas de seguridad han muerto., [???] güvenlik güçlerinden en az 100 kişinin öldürüldüğünü tahmin ediyor.
" [???] devotes up to 90% of its estimated $ 70 million annual budget to an extensive social services network, running many relief and education programs, and funds schools, orphanages, mosques, healthcare clinics, soup kitchens, and sports leagues."," [???] выделяет до 90% своего предполагаемого годового бюджета в 70 миллионов долларов на обширную сеть социальных услуг, реализуя множество программ помощи и образования, а также финансирует школы, детские дома, мечети, медицинские клиники, бесплатные столовые и спортивные лиги."," [???] przeznacza do 90% swojego rocznego budżetu szacowanego na 70 milionów dolarów na rozbudowaną sieć usług społecznych, prowadzenie wielu programów pomocowych i edukacyjnych oraz finansuje szkoły, sierocińce, meczety, kliniki opieki zdrowotnej, jadłodajnie i ligi sportowe."," [???] выдзяляе да 90% свайго гадавога бюджэту ў 70 мільёнаў долараў на разгалінаваную сетку сацыяльных паслуг, рэалізуе шмат праграм дапамогі і адукацыі, а таксама фінансуе школы, дзіцячыя дамы, мячэці, медыцынскія клінікі, сталовыя і спартыўныя лігі."," [???] виділяє до 90% свого річного бюджету в 70 мільйонів доларів США на розгалужену мережу соціальних послуг, реалізовуючи багато програм допомоги та освіти, а також фінансує школи, дитячі будинки, мечеті, медичні клініки, столові та спортивні ліги."," [???] отделя до 90% от своя прогнозен годишен бюджет от 70 милиона долара за широка мрежа от социални услуги, изпълнявайки много програми за помощ и образование и финансира училища, сиропиталища, джамии, здравни клиники, кухни за супи и спортни лиги."," [???] namenja do 90 % svojega ocenjenega letnega proračuna v višini 70 milijonov $ obsežni mreži socialnih storitev, ki izvaja številne programe pomoči in izobraževanja ter financira šole, sirotišnice, mošeje, zdravstvene klinike, ljudske kuhinje in športne lige."," [???] věnuje až 90 % svého odhadovaného ročního rozpočtu ve výši 70 milionů dolarů na rozsáhlou síť sociálních služeb, provozuje mnoho podpůrných a vzdělávacích programů a financuje školy, sirotčince, mešity, zdravotnické kliniky, vývařovny a sportovní ligy."," [???] dedica fins al 90% del seu pressupost anual estimat de 70 milions de dòlars a una àmplia xarxa de serveis socials, que gestiona molts programes d'ajuda i educació, i finança escoles, orfenats, mesquites, clíniques sanitàries, menjadors socials i lligues esportives."," [???] dedica hasta el 90% de su presupuesto anual estimado de $70 millones a una extensa red de servicios sociales, ejecutando muchos programas de ayuda y educación, y financia escuelas, orfanatos, mezquitas, clínicas de salud, comedores populares y ligas deportivas."," [???] yıllık tahmini 70 milyon dolarlık bütçesinin %90'a kadarını geniş bir sosyal hizmet ağına ayırıyor, birçok yardım ve eğitim programı yürütüyor ve okulları, yetimhaneleri, camileri, sağlık kliniklerini, aşevlerini ve spor liglerini finanse ediyor."
 Although [???] admits to sponsoring summer schools to train teenagers in handling weapons they condemn attacks by children.," Хотя [???] признает, что спонсирует летние школы для обучения подростков обращению с оружием, они осуждают нападения детей."," Chociaż [???] przyznaje się do sponsorowania letnich szkółek szkolących młodzież w posługiwaniu się bronią, potępia ataki dzieci."," Хаця [???] прызнаецца, што спансіраваў летнія школы па навучанні падлеткаў абыходжанню са зброяй, яны асуджаюць напады дзяцей."," Хоча [???] визнає, що спонсорує літні школи для навчання підлітків поводженню зі зброєю, вони засуджують напади дітей."," Въпреки че [???] признава, че спонсорира летни училища за обучение на тийнейджъри в боравене с оръжия, те осъждат атаките на деца."," Čeprav [???] priznava, da sponzorira poletne šole za urjenje najstnikov v rokovanju z orožjem, obsojajo napade otrok."," Ačkoli [???] přiznává, že sponzoruje letní školy pro výcvik teenagerů v zacházení se zbraněmi, odsuzují útoky dětí."," Encara que [???] admet haver patrocinat escoles d'estiu per formar adolescents en el maneig d'armes, condemnen els atacs dels nens."," Aunque [???] admite patrocinar escuelas de verano para capacitar a adolescentes en el manejo de armas, condena los ataques de niños."," [???], gençleri silah kullanma konusunda eğitmek için yaz okullarına sponsor olduğunu kabul etse de, çocukların saldırılarını kınıyor."
 [???] uses both political activities and violence in pursuit of its goals.,"[???] использует как политическую деятельность, так и насилие для достижения своих целей.","[???] w dążeniu do swoich celów wykorzystuje zarówno działalność polityczną, jak i przemoc.","[???] для дасягнення сваіх мэтаў выкарыстоўвае як палітычную дзейнасць, так і гвалт.","[???] для досягнення своїх цілей використовує як політичну діяльність, так і насильство.","[???] използва както политически дейности, така и насилие за постигане на целите си.",[???] za dosego svojih ciljev uporablja tako politične dejavnosti kot nasilje.,"[???] využívá ke svým cílům jak politické aktivity, tak násilí.",[???] utilitza tant activitats polítiques com violència per aconseguir els seus objectius.,[???] utiliza tanto actividades políticas como violencia para lograr sus objetivos.,[???] amaçlarına ulaşmak için hem siyasi faaliyetleri hem de şiddeti kullanır.
 [???] has successfully adapted these techniques over the years since its inception., [???] успешно адаптировала эти методы на протяжении многих лет с момента своего создания., [???] z powodzeniem dostosował te techniki na przestrzeni lat od momentu powstania., [???] паспяхова адаптаваў гэтыя метады на працягу многіх гадоў з моманту свайго стварэння., [???] успішно адаптував ці методи протягом багатьох років з моменту свого створення., [???] успешно адаптира тези техники през годините от създаването си., [???] je uspešno prilagodil te tehnike skozi leta od svojega začetka., [???] úspěšně adaptoval tyto techniky v průběhu let od svého založení., [???] ha adaptat amb èxit aquestes tècniques al llarg dels anys des dels seus inicis., [???] ha adaptado con éxito estas técnicas a lo largo de los años desde su creación.," [???], başlangıcından bu yana geçen yıllar içinde bu teknikleri başarıyla uyarlamıştır."
" However, unlike [???] , [???] has not disarmed."," Однако, в отличие от [???] , [???] не разоружен."," Jednak w przeciwieństwie do [???] , [???] nie został rozbrojony."," Аднак, у адрозненне ад [???] , [???] не раззброіўся."," Однак, на відміну від [???] , [???] не знято з охорони."," Въпреки това, за разлика от [???], [???] не е деактивиран.", Vendar se za razliko od [???] [???] ni razorožil., Na rozdíl od [???] však [???] neodzbrojil.," Tanmateix, a diferència de [???] , [???] no s'ha desarmat."," Sin embargo, a diferencia de [???], [???] no se ha desarmado."," Ancak, [???] 'dan farklı olarak, [???] devre dışı bırakmadı."
 [???] has not revealed its armed strength., [???] не раскрыла свою вооруженную силу., [???] nie ujawnił swojej siły zbrojnej., [???] не выявіў сваёй узброенай сілы., [???] не виявив своєї збройної сили., [???] не е разкрил въоръжените си сили., [???] ni razkril svoje oborožene moči., [???] neprozradila svou ozbrojenou sílu., [???] no ha revelat la seva força armada., [???] no ha revelado su fuerza armada., [???] silahlı gücünü açıklamadı.
 [???] has also been the target of bomb attacks and kidnappings., [???] также был целью взрывов бомб и похищений людей., [???] była również celem ataków bombowych i porwań., [???] таксама быў аб'ектам выбухаў і выкраданняў., [???] також був об'єктом вибухів і викрадень., [???] също е бил обект на бомбени атаки и отвличания., [???] je bil tudi tarča bombnih napadov in ugrabitev., [???] byl také terčem bombových útoků a únosů., [???] també ha estat objectiu d'atacs amb bombes i segrests., [???] también ha sido blanco de atentados con bombas y secuestros., [???] bombalı saldırıların ve adam kaçırmaların da hedefi oldu.
