en,ru,pl,be,uk,bg,sl,cs,ca,es,tr
[???] has played host for the men's tournament on three occasions to date.,[???] трижды принимал у себя мужской турнир.,[???] do tej pory trzykrotnie był gospodarzem turnieju mężczyzn.,На сённяшні дзень [???] тройчы прымаў мужчынскі турнір.,На сьогоднішній день [???] тричі приймав чоловічий турнір.,[???] е бил домакин на турнира за мъже на три пъти досега.,[???] je do danes že trikrat gostil turnir za moške.,[???] dosud třikrát hostil turnaj mužů.,[???] ha estat l'amfitrió del torneig masculí en tres ocasions fins ara.,[???] ha sido el anfitrión del torneo masculino en tres ocasiones hasta la fecha.,[???] bugüne kadar üç kez erkekler turnuvasına ev sahipliği yaptı.
"The capital and largest city is [???], with the surrounding area being home to some two-thirds of the national population.","Столицей и крупнейшим городом является [???], а в окрестностях проживает около двух третей населения страны.","Stolicą i największym miastem jest [???], a okolice zamieszkuje około dwóch trzecich ludności kraju.","Сталіцай і найбуйнейшым горадам з'яўляецца [???], у ваколіцах пражывае каля дзвюх трацін насельніцтва краіны.","Столицею та найбільшим містом є [???], а в околицях проживає приблизно дві третини населення країни.","Столицата и най-големият град е [???], като околностите са дом на около две трети от националното население.","Glavno in največje mesto je [???], okolica pa je dom približno dveh tretjin nacionalnega prebivalstva.","Hlavním a největším městem je [???], přičemž v okolí žijí dvě třetiny národní populace.","La capital i la ciutat més gran és [???], i els voltants són la llar d'uns dos terços de la població nacional.","La capital y ciudad más grande es [???], y el área circundante alberga a aproximadamente dos tercios de la población nacional.","Başkenti ve en büyük şehri [???] olup, çevresi ulusal nüfusun yaklaşık üçte ikisine ev sahipliği yapmaktadır."
[???] is volcanically and geologically active.,[???] вулканически и геологически активен.,[???] jest aktywny wulkanicznie i geologicznie.,[???] вулканічна і геалагічна актыўны.,[???] є вулканічно та геологічно активним.,[???] е вулканично и геологично активен.,[???] je vulkansko in geološko aktiven.,[???] je vulkanicky a geologicky aktivní.,[???] és volcànicament i geològicament actiu.,[???] es volcánica y geológicamente activa.,[???] volkanik ve jeolojik olarak aktiftir.
"In recent years, [???] has been one of the wealthiest and most developed nations in the world.",В последние годы [???] была одной из самых богатых и развитых стран мира.,W ostatnich latach [???] był jednym z najbogatszych i najbardziej rozwiniętych narodów świata.,У апошнія гады [???] была адной з самых багатых і развітых краін свету.,В останні роки [???] була однією з найбагатших і найрозвиненіших країн світу.,През последните години [???] е една от най-богатите и най-развитите нации в света.,V zadnjih letih je [???] ena najbogatejših in najbolj razvitih držav na svetu.,V posledních letech je [???] jedním z nejbohatších a nejrozvinutějších národů na světě.,"En els últims anys, [???] ha estat una de les nacions més riques i desenvolupades del món.","En los últimos años, [???] ha sido una de las naciones más ricas y desarrolladas del mundo.","Son yıllarda, [???] dünyanın en zengin ve en gelişmiş uluslarından biri olmuştur."
[???] is a developed and technologically advanced society.,[???] является развитым и технологически продвинутым обществом.,[???] jest rozwiniętym i zaawansowanym technologicznie społeczeństwem.,[???] з'яўляецца развітым і тэхналагічна прасунутым грамадствам.,[???] є розвиненим і технологічно просунутим суспільством.,[???] е развито и технологично напреднало общество.,[???] je razvita in tehnološko napredna družba.,[???] je rozvinutá a technologicky vyspělá společnost.,[???] és una societat desenvolupada i tecnològicament avançada.,[???] es una sociedad desarrollada y tecnológicamente avanzada.,[???] gelişmiş ve teknolojik olarak gelişmiş bir toplumdur.
"[???] is the deepest lake, at 217 m( 712 ft).","[???] - самое глубокое озеро, на высоте 217 м (712 футов).",[???] to najgłębsze jezioro o głębokości 217 m (712 stóp).,"[???] з'яўляецца самым глыбокім возерам, на 217 м (712 футаў).","[???] — найглибше озеро, 217 м (712 футів).","[???] е най-дълбокото езеро, на 217 м (712 фута).",[???] je najgloblje jezero z 217 m (712 ft).,[???] je nejhlubší jezero s hloubkou 217 m (712 stop).,"[???] és el llac més profund, amb 217 m (712 peus).","[???] es el lago más profundo, a 217 m (712 pies).",[???] 217 m (712 ft) ile en derin göldür.
[???] is a representative democracy and a parliamentary republic.,[???] является представительной демократией и парламентской республикой.,[???] jest demokracją przedstawicielską i republiką parlamentarną.,[???] з'яўляецца прадстаўнічай дэмакратыяй і парламенцкай рэспублікай.,[???] є представницькою демократією та парламентською республікою.,[???] е представителна демокрация и парламентарна република.,[???] je predstavniška demokracija in parlamentarna republika.,[???] je zastupitelská demokracie a parlamentní republika.,[???] és una democràcia representativa i una república parlamentària.,[???] es una democracia representativa y una república parlamentaria.,[???] temsili bir demokrasi ve parlamenter bir cumhuriyettir.
"[???] is divided into regions, constituencies, counties, and municipalities.","[???] делится на регионы, округа, округа и муниципалитеты.","[???] dzieli się na regiony, okręgi wyborcze, powiaty i gminy.","[???] дзеліцца на рэгіёны, выбарчыя акругі, акругі і муніцыпалітэты.","[???] поділяється на регіони, виборчі округи, округи та муніципалітети.","[???] е разделен на региони, избирателни райони, окръзи и общини.","[???] je razdeljen na regije, volilne enote, okraje in občine.","[???] se dělí na kraje, volební obvody, kraje a obce.","[???] es divideix en regions, circumscripcions, comtats i municipis.","[???] se divide en regiones, distritos electorales, condados y municipios.","[???] bölgelere, seçim bölgelerine, ilçelere ve belediyelere bölünmüştür."
"Currently, [???] is split up among 26 magistrates( sýslumenn, singular sýslumaður) who represent government in various capacities.","В настоящее время [???] разделен между 26 магистратами ( sýslumenn , единственное число sýslumaður ), которые представляют правительство в различных качествах.","Obecnie [???] jest podzielony na 26 sędziów (sýslumenn, liczba pojedyncza sýslumaður), którzy reprezentują rząd na różnych stanowiskach.","У цяперашні час [???] падзелены на 26 магістратаў (sýslumenn, адзіночны лік sýslumaður), якія прадстаўляюць урад у розных якасцях.","Наразі [???] поділено на 26 магістратів (sýslumenn, однина sýslumaður), які представляють уряд у різних посадах.","В момента [???] е разделен между 26 магистрати (sýslumenn, единствено число sýslumaður), които представляват правителството в различни качества.","Trenutno je [???] razdeljen med 26 sodnikov (sýslumenn, ednina sýslumaður), ki zastopajo vlado v različnih vlogah.","V současné době je [???] rozdělena mezi 26 soudců (sýslumenn, jednotné číslo sýslumaður), kteří zastupují vládu v různých funkcích.","Actualment, [???] es divideix entre 26 magistrats ( sýslumenn , singular sýslumaður ) que representen el govern en diferents funcions.","Actualmente, [???] se divide entre 26 magistrados (sýslumenn, singular sýslumaður) que representan al gobierno en diversas capacidades.","Şu anda, [???], hükümeti çeşitli sıfatlarla temsil eden 26 sulh hakimi (sıslumenn, tekil sıslumaður) arasında bölünmüştür."
[???] has a left -- right multi-party system.,[???] имеет лево-правую многопартийность.,[???] ma lewicowo-prawicowy system wielopartyjny.,[???] мае лева-правую шматпартыйную сістэму.,[???] має ліво-праву багатопартійність.,[???] има ляво-дясна многопартийна система.,[???] ima levo -- desni večstrankarski sistem.,[???] má systém více stran zleva -- zprava.,[???] té un sistema multipartit esquerre - dret.,[???] tiene un sistema multipartidista de izquierda a derecha.,[???] sol -- sağ çok partili sisteme sahip.
[???] has no standing army.,[???] не имеет постоянной армии.,[???] nie ma stałej armii.,[???] не мае пастаяннага войска.,[???] не має постійної армії.,[???] няма постоянна армия.,[???] nima stalne vojske.,[???] nemá stálou armádu.,[???] no té exèrcit permanent.,[???] no tiene ejército permanente.,[???]'nın daimi ordusu yok.
"Except for its abundant hydroelectric and geothermal power, [???] lacks natural resources; historically its economy depended heavily on the fishing, which still provides 40% of export earnings and employs 7% of the work force.","За исключением обильной гидроэлектроэнергии и геотермальной энергии, [???] не хватает природных ресурсов; исторически его экономика сильно зависела от рыболовства, которое по-прежнему обеспечивает 40% экспортных поступлений и дает работу 7% рабочей силы.","Oprócz obfitej energii wodnej i geotermalnej [???] brakuje zasobów naturalnych; historycznie jego gospodarka była w dużym stopniu uzależniona od rybołówstwa, które nadal zapewnia 40% dochodów z eksportu i zatrudnia 7% siły roboczej.","За выключэннем вялікай колькасці гідраэлектра- і геатэрмальнай энергіі [???] не хапае прыродных рэсурсаў; гістарычна яго эканоміка ў значнай ступені залежала ад рыбалоўства, якое па-ранейшаму забяспечвае 40% даходаў ад экспарту і дае занятасць 7% працоўнай сілы.","Крім великої кількості гідроелектроенергії та геотермальної енергії, [???] не вистачає природних ресурсів; історично її економіка значною мірою залежала від рибальства, яке все ще забезпечує 40% експортних надходжень і залучає 7% робочої сили.","С изключение на своята изобилна водноелектрическа и геотермална енергия, [???] няма природни ресурси; исторически икономиката му зависи силно от риболова, който все още осигурява 40% от приходите от износ и наема 7% от работната сила.","Razen svoje obilne hidroelektrične in geotermalne energije [???] nima naravnih virov; v preteklosti je bilo njeno gospodarstvo močno odvisno od ribištva, ki še vedno zagotavlja 40 % prihodkov od izvoza in zaposluje 7 % delovne sile.","Kromě své bohaté hydroelektrické a geotermální energie [???] postrádá přírodní zdroje; historicky jeho ekonomika silně závisela na rybolovu, který stále poskytuje 40 % příjmů z vývozu a zaměstnává 7 % pracovní síly.","Exceptuant la seva abundant energia hidroelèctrica i geotèrmica, [???] manca de recursos naturals; històricament la seva economia depenia molt de la pesca, que encara proporciona el 40% dels ingressos d'exportació i ocupa el 7% de la força de treball.","Salvo por su abundante energía hidroeléctrica y geotérmica, [???] carece de recursos naturales; Históricamente, su economía dependía en gran medida de la pesca, que todavía proporciona el 40 % de los ingresos de exportación y emplea al 7 % de la mano de obra.","Bol hidroelektrik ve jeotermal gücü dışında, [???] doğal kaynaklardan yoksundur; tarihsel olarak ekonomisi büyük ölçüde hala ihracat gelirlerinin %40'ını sağlayan ve iş gücünün %7'sini istihdam eden balıkçılığa bağlıydı."
[???] has a flat tax system.,[???] имеет фиксированную налоговую систему.,[???] ma system podatku liniowego.,[???] мае сістэму адзінага падатку.,[???] має єдину податкову систему.,[???] има система с плосък данък.,[???] ima pavšalni davčni sistem.,[???] má systém rovné daně.,[???] té un sistema d'impostos fixos.,[???] tiene un sistema de impuesto único.,[???] sabit bir vergi sistemine sahiptir.
Property rights are strong and [???] is one of the few countries where they are applied to fishery management.,"Права собственности сильны, и [???] является одной из немногих стран, где они применяются к управлению рыболовством.","Prawa własności są silne i [???] jest jednym z niewielu krajów, w których są one stosowane w zarządzaniu rybołówstwem.","Правы ўласнасці моцныя, і [???] з'яўляецца адной з нямногіх краін, дзе яны прымяняюцца да кіравання рыбалоўствам.","Права власності є сильними, і [???] є однією з небагатьох країн, де вони застосовуються до управління рибальством.","Правата на собственост са силни и [???] е една от малкото страни, в които те се прилагат за управление на рибарството.","Lastninske pravice so močne in [???] je ena redkih držav, kjer se uporabljajo za upravljanje ribištva.","Vlastnická práva jsou silná a [???] je jednou z mála zemí, kde se uplatňují při řízení rybolovu.",Els drets de propietat són forts i [???] és un dels pocs països on s'apliquen a la gestió pesquera.,Los derechos de propiedad son sólidos y [???] es uno de los pocos países donde se aplican a la gestión pesquera.,"Mülkiyet hakları güçlüdür ve [???], bunların balıkçılık yönetimine uygulandığı birkaç ülkeden biridir."
"[???] has been hit especially hard by the ongoing late 2000s recession, because of the failure of its banking system and a subsequent economic crisis.",[???] особенно сильно пострадала от продолжающейся рецессии конца 2000-х годов из-за краха банковской системы и последующего экономического кризиса.,[???] został szczególnie mocno dotknięty trwającą recesją pod koniec pierwszej dekady XXI wieku z powodu awarii systemu bankowego i późniejszego kryzysu gospodarczego.,"[???] асабліва моцна пацярпеў ад рэцэсіі, якая працягваецца ў канцы 2000-х, з-за краху банкаўскай сістэмы і наступнага эканамічнага крызісу.",[???] особливо сильно постраждав від триваючої рецесії кінця 2000-х років через крах банківської системи та наступну економічну кризу.,"[???] беше особено силно засегнат от продължаващата рецесия в края на 2000-те години, поради провала на банковата система и последвалата икономическа криза.",[???] je še posebej močno prizadela sedanja recesija v poznem 2000-ih zaradi propada bančnega sistema in posledične gospodarske krize.,[???] byla obzvláště tvrdě zasažena pokračující recesí konce 21. století kvůli selhání jejího bankovního systému a následné hospodářské krizi.,"[???] s'ha vist especialment afectat per la recessió en curs de finals dels anys 2000, a causa del fracàs del seu sistema bancari i una crisi econòmica posterior.","[???] se ha visto especialmente afectada por la actual recesión de finales de la década de 2000, debido al fracaso de su sistema bancario y la posterior crisis económica.","[???], bankacılık sisteminin başarısızlığı ve ardından gelen ekonomik kriz nedeniyle 2000'lerin sonlarında devam eden durgunluktan özellikle ağır darbe aldı."
"[???] has a high level of car ownership per capita; with a car for every 1.5 inhabitants, it is the main form of transport.","[???] имеет высокий уровень владения автомобилями на душу населения; с автомобилем на каждые 1,5 жителя, это основной вид транспорта.","[???] ma wysoki poziom posiadania samochodu na mieszkańca; z samochodem na 1,5 mieszkańca jest to główny środek transportu.","[???] мае высокі ўзровень уласнасці аўтамабіляў на душу насельніцтва; з аўтамабілем на кожныя 1,5 жыхара, гэта асноўны від транспарту.","[???] має високий рівень володіння автомобілями на душу населення; з легковим автомобілем на кожні 1,5 жителя, це основний вид транспорту.","[???] има високо ниво на притежаване на автомобили на глава от населението; с автомобил на всеки 1,5 жители, това е основният вид транспорт.","[???] ima visoko stopnjo lastništva avtomobilov na prebivalca; z avtomobilom na vsakega 1,5 prebivalca, je glavno prevozno sredstvo.","[???] má vysokou úroveň vlastnictví automobilů na hlavu; s autem na 1,5 obyvatele je hlavní formou dopravy.","[???] té un alt nivell de propietat de cotxes per càpita; amb un cotxe per cada 1,5 habitants, és el principal mitjà de transport.","[???] tiene un alto nivel de propiedad de automóviles per cápita; con un coche por cada 1,5 habitantes, es el principal medio de transporte.","[???] kişi başına yüksek düzeyde araba sahipliğine sahiptir; her 1,5 kişiye bir araba ile ulaşımın ana şeklidir."
"[???] has 13034 km( 8099 mi) of administered roads, of which 4617 km( 2869 mi) are paved and 8338 km( 5181 mi) are not.","[???] имеет 13034 км (8099 миль) административных дорог, из которых 4617 км (2869 миль) с твердым покрытием и 8338 км (5181 миль) без покрытия.","[???] ma 13034 km (8099 mil) administrowanych dróg, z czego 4617 km (2869 mil) jest utwardzonych, a 8338 km (5181 mil) nie.","[???] мае 13034 км (8099 міль) дарог, якія знаходзяцца пад кіраваннем, з якіх 4617 км (2869 міль) з цвёрдым пакрыццём і 8338 км (5181 міль) не.","[???] має 13034 км (8099 миль) підконтрольних доріг, з яких 4617 км (2869 миль) з твердим покриттям і 8338 км (5181 миль) не є.","[???] има 13034 км (8099 мили) администрирани пътища, от които 4617 км (2869 мили) са павирани и 8338 км (5181 мили) не са.","[???] ima 13034 km (8099 milj) urejenih cest, od katerih je 4617 km (2869 milj) asfaltiranih in 8338 km (5181 milj) ne.","[???] má 13 034 km ( 8 099 mi) spravovaných silnic, z nichž 4 617 km ( 2 869 mi) je zpevněných a 8 338 km ( 5 181 mi) není.","[???] té 13034 km (8099 milles) de carreteres administrades, dels quals 4617 km (2869 milles) estan asfaltats i 8338 km (5181 milles) no.","[???] tiene 13034 km (8099 mi) de caminos administrados, de los cuales 4617 km (2869 mi) están pavimentados y 8338 km (5181 mi) no lo están.",[???] 4617 km( 2869 mi) asfalt ve 8338 km( 5181 mi) asfalt olmayan 13034 km( 8099 mi) idareli yola sahiptir.
[???] expects to be energy-independent by 2050.,[???] рассчитывает стать энергонезависимым к 2050 году.,[???] spodziewa się być niezależnym energetycznie do 2050 roku.,[???] разлічвае быць энерганезалежным да 2050 года.,[???] очікує бути енергонезалежним до 2050 року.,[???] очаква да бъде енергийно независим до 2050 г.,"[???] pričakuje, da bo do leta 2050 energetsko neodvisen.","[???] očekává, že bude do roku 2050 energeticky nezávislý.",[???] espera ser independent energèticament el 2050.,[???] espera ser energéticamente independiente para 2050.,[???] 2050 yılına kadar enerjiden bağımsız olmayı bekliyor.
[???] is one of the few countries that have filling stations dispensing hydrogen fuel for cars powered by fuel cells.,"[???] — одна из немногих стран, где есть заправочные станции, раздающие водородное топливо для автомобилей, работающих на топливных элементах.","[???] jest jednym z nielicznych krajów, które posiadają stacje benzynowe dystrybuujące paliwo wodorowe do samochodów napędzanych ogniwami paliwowymi.","[???] з'яўляецца адной з нямногіх краін, дзе ёсць заправачныя станцыі, якія раздаюць вадароднае паліва для аўтамабіляў, якія працуюць на паліўных элементах.","[???] є однією з небагатьох країн, де є заправні станції, що роздають водневе паливо для автомобілів, що працюють на паливних елементах.","[???] е една от малкото държави, които имат бензиностанции, разпределящи водородно гориво за автомобили, задвижвани от горивни клетки.","[???] je ena redkih držav, ki ima bencinske črpalke za točenje vodikovega goriva za avtomobile, ki jih poganjajo gorivne celice.","[???] je jednou z mála zemí, které mají čerpací stanice vydávající vodíkové palivo pro automobily poháněné palivovými články.",[???] és un dels pocs països que tenen estacions de servei que distribueixen combustible d'hidrogen per als cotxes alimentats per piles de combustible.,[???] es uno de los pocos países que tiene estaciones de servicio que dispensan combustible de hidrógeno para automóviles que funcionan con pilas de combustible.,"[???], yakıt hücreleriyle çalışan arabalara hidrojen yakıtı dağıtan benzin istasyonlarına sahip birkaç ülkeden biri."
[???] has never produced oil or gas.,[???] никогда не добывала нефть или газ.,[???] nigdy nie produkował ropy ani gazu.,"[???] ніколі не здабывала ні нафты, ні газу.",[???] ніколи не видобував нафти чи газу.,[???] никога не е добивал нефт или газ.,[???] nikoli ni proizvajal nafte ali plina.,[???] nikdy neprodukovala ropu ani plyn.,[???] mai ha produït petroli o gas.,[???] nunca ha producido petróleo o gas.,[???] hiçbir zaman petrol veya gaz üretmedi.
"[???] is progressive in terms of lesbian, gay bisexual and transgendered( LGBT) matters.","[???] является прогрессивным с точки зрения лесбиянок, геев, бисексуалов и транссексуалов (ЛГБТ).","[???] jest postępowy w kwestii lesbijek, gejów, osób biseksualnych i transpłciowych (LGBT).","[???] з'яўляецца прагрэсіўным з пункту гледжання лесбіянак, геяў, бісэксуалаў і транссэксуалаў (ЛГБТ).","[???] є прогресивним у питаннях лесбіянок, геїв, бісексуалів і трансгендерів (ЛГБТ).","[???] е прогресивен по отношение на въпросите на лесбийките, гей бисексуалните и транссексуалните (ЛГБТ).","[???] je napreden v smislu lezbijk, gejev, biseksualcev in transspolnih (LGBT) zadev.","[???] je progresivní z hlediska lesbických, gay bisexuálních a transgenderových (LGBT) záležitostí.","[???] és progressista pel que fa a lesbianes, gais bisexuals i transgènere (LGTBI).","[???] es progresista en términos de asuntos de lesbianas, gays, bisexuales y transexuales (LGBT).","[???] lezbiyen, gey biseksüel ve transgender (LGBT) konularında ilericidir."
"[???] has excellent conditions for ice and rock climbing, although mountain climbing and hiking is preferred by the general public.","[???] имеет отличные условия для ледолазания и скалолазания, хотя широкая публика предпочитает альпинизм и пешие походы.","[???] ma doskonałe warunki do uprawiania wspinaczki lodowej i skałkowej, choć popularna jest turystyka górska i turystyka piesza.","[???] мае выдатныя ўмовы для ледзянога і скалалажання, хоць альпінізм і пешыя прагулкі аддаюць перавагу шырокай публіцы.","[???] має чудові умови для льодо- та скелелазіння, хоча широка громадськість віддає перевагу альпінізму та походам.","[???] има отлични условия за ледено и скално катерене, въпреки че планинското катерене и пешеходният туризъм са предпочитани от широката публика.","[???] ima odlične pogoje za plezanje v ledu in skalah, čeprav je splošna javnost raje plezanje in pohodništvo.","[???] má vynikající podmínky pro lezení v ledu a skalách, i když horolezectví a turistika jsou preferovány širokou veřejností.","[???] té unes condicions excel·lents per a l'escalada en gel i roca, tot i que el públic en general prefereix l'escalada i el senderisme.","[???] tiene excelentes condiciones para la escalada en hielo y roca, aunque el público en general prefiere el montañismo y el senderismo.","[???], buz ve kaya tırmanışı için mükemmel koşullara sahiptir, ancak genel halk tarafından dağ tırmanışı ve doğa yürüyüşü tercih edilmektedir."
Modern [???] is a democratic republic.,Современная [???] — демократическая республика.,Nowoczesna [???] jest republiką demokratyczną.,Сучасная [???] - гэта дэмакратычная рэспубліка.,Сучасна [???] є демократичною республікою.,Съвременната [???] е демократична република.,Sodobna [???] je demokratična republika.,Moderní [???] je demokratická republika.,Modern [???] és una república democràtica.,Moderna [???] es una república democrática.,Modern [???] demokratik bir cumhuriyettir.
"[???] is subdivided into 20 regions( regioni, singular regione).","[???] подразделяется на 20 регионов (regioni, single regione).","[???] jest podzielony na 20 regionów (regioni, liczba pojedyncza regione).","[???] падзяляецца на 20 рэгіёнаў (regioni, адзіночны лік regione).","[???] поділяється на 20 регіонів (regioni, однина regione).","[???] се подразделя на 20 региона (regioni, единствено число regione).","[???] je razdeljen na 20 regij (regioni, ednina regione).","[???] je rozdělen do 20 oblastí (regioni, singulární regione).","[???] es subdivideix en 20 regions (regioni, regió singular).","[???] se subdivide en 20 regiones (regioni, singular regione).","[???] 20 bölgeye bölünmüştür( bölge, tekil bölge)."
"At 0.013 per 1,000 people, [???] has the 47th highest murder rate in the world, in a sample of 63 countries.","При 0,013 на 1000 человек [???] занимает 47-е место по уровню убийств в мире по выборке из 63 стран.","Przy 0,013 na 1000 osób [???] ma 47. najwyższy wskaźnik morderstw na świecie w próbie 63 krajów.","Пры 0,013 на 1000 чалавек [???] займае 47-е месца па колькасці забойстваў у свеце па выбарцы з 63 краін.","З показником 0,013 на 1000 осіб, [???] займає 47-е місце за рівнем вбивств у світі, у вибірці з 63 країн.","С 0,013 на 1000 души [???] има 47-ия най-висок процент на убийства в света, в извадка от 63 държави.","Z 0,013 na 1000 ljudi ima [???] 47. najvišjo stopnjo umorov na svetu, v vzorcu 63 držav.","S 0,013 na 1 000 lidí má [???] 47. nejvyšší míru vražd na světě, ve vzorku 63 zemí.","Amb 0,013 per cada 1.000 persones, [???] té la 47a taxa d'assassinats més alta del món, en una mostra de 63 països.","Con 0,013 por cada 1000 personas, [???] tiene la 47.ª tasa de homicidios más alta del mundo, en una muestra de 63 países.","1.000 kişi başına 0,013 ile [???], 63 ülkelik bir örneklemde dünyanın en yüksek 47. cinayet oranına sahip."
"Tourism is one of the fastest growing and profitable sectors of the national economy: with 43.7 million international tourist arrivals and total receipts estimated at$ 42.7 billion, [???] is the fourth highest tourism earner and the fifth most visited country in the world.","Туризм является одним из самых быстрорастущих и прибыльных секторов национальной экономики: с 43,7 миллионами международных туристических прибытий и общим доходом, оцениваемым в 42,7 миллиарда долларов, [???] является четвертой по доходу от туризма и пятой по посещаемости страной в мире. .","Turystyka jest jednym z najszybciej rozwijających się i dochodowych sektorów gospodarki narodowej: z 43,7 milionami przyjazdów turystów z zagranicy i łącznymi wpływami szacowanymi na 42,7 miliarda dolarów, [???] jest czwartym najlepiej zarabiającym krajem w turystyce i piątym najczęściej odwiedzanym krajem na świecie .","Турызм з'яўляецца адным з найбольш хутка растучых і прыбытковых сектараў нацыянальнай эканомікі: з 43,7 мільёнамі міжнародных турыстычных прыбыццяў і агульным даходам, які ацэньваецца ў 42,7 мільярда долараў, [???] з'яўляецца чацвёртай па колькасці даходаў ад турызму і пятай найбольш наведвальнай краінай у свеце. .","Туризм є одним із найбільш швидкозростаючих і прибуткових секторів національної економіки: з 43,7 мільйонами міжнародних туристичних прибуттів і загальними доходами, оціненими в 42,7 мільярдів доларів США, [???] є четвертою за величиною прибутків від туризму та п’ятою найбільш відвідуваною країною у світі. .","Туризмът е един от най-бързо развиващите се и печеливши сектори на националната икономика: с 43,7 милиона международни посещения на туристи и общи приходи, оценени на 42,7 милиарда щатски долара, [???] е четвъртата най-голяма печалба от туризъм и петата най-посещавана страна в света .","Turizem je eden najhitreje rastočih in donosnih sektorjev nacionalnega gospodarstva: s 43,7 milijona prihodov mednarodnih turistov in skupnimi prihodki, ocenjenimi na 42,7 milijarde USD, [???] je četrta država z največjim dohodkom v turizmu in peta najbolj obiskana država na svetu. .","Cestovní ruch je jedním z nejrychleji rostoucích a nejziskovějších sektorů národního hospodářství: s 43,7 miliony příjezdů mezinárodních turistů a celkovými příjmy odhadovanými na 42,7 miliard USD je [???] čtvrtým nejvyšším příjmem z cestovního ruchu a pátou nejnavštěvovanější zemí na světě. .","El turisme és un dels sectors de més ràpid creixement i rendibilitat de l'economia nacional: amb 43,7 milions d'arribades de turistes internacionals i uns ingressos totals estimats en 42.700 milions de dòlars, [???] és el quart país més visitat i el quart país més visitat del món. .","El turismo es uno de los sectores rentables y de más rápido crecimiento de la economía nacional: con 43,7 millones de llegadas de turistas internacionales y ingresos totales estimados en $ 42,7 mil millones, [???] es el cuarto país con mayores ingresos por turismo y el quinto país más visitado del mundo. .","Turizm, ulusal ekonominin en hızlı büyüyen ve karlı sektörlerinden biridir: 43,7 milyon uluslararası turist gelişi ve 42,7 milyar $ olarak tahmin edilen toplam hasılat ile [???], dünyanın en çok turizm kazanan dördüncü ve en çok ziyaret edilen beşinci ülkesidir. ."
"[???] is an important agricultural exporter, being the largest worldwide exporter and producer of kiwis, grape( 8,519,418 tonnes) and artichoke( 469,980 tonnes).","[???] является важным экспортером сельскохозяйственной продукции, являясь крупнейшим в мире экспортером и производителем киви, винограда (8 519 418 тонн) и артишока (469 980 тонн).","[???] jest znaczącym eksporterem produktów rolnych, będąc największym na świecie eksporterem i producentem kiwi, winogron (8 519 418 ton) i karczochów (469 980 ton).","[???] з'яўляецца важным экспарцёрам сельскагаспадарчай прадукцыі, з'яўляючыся найбуйнейшым у свеце экспарцёрам і вытворцам ківі, вінаграду (8 519 418 тон) і артышокаў (469 980 тон).","[???] є важливим експортером сільськогосподарської продукції, будучи найбільшим у світі експортером і виробником ківі, винограду (8 519 418 тонн) і артишоків (469 980 тонн).","[???] е важен селскостопански износител, като е най-големият световен износител и производител на киви, грозде (8 519 418 тона) и артишок (469 980 тона).","[???] je pomemben kmetijski izvoznik, saj je največji svetovni izvoznik in proizvajalec kivijev, grozdja (8.519.418 ton) in artičoke (469.980 ton).","[???] je významným zemědělským vývozcem, je největším světovým vývozcem a producentem kiwi, hroznů (8 519 418 tun) a artyčoků (469 980 tun).","[???] és un important exportador agrícola, sent el major exportador i productor mundial de kiwis, raïm (8.519.418 tones) i carxofa (469.980 tones).","[???] es un importante exportador agrícola, siendo el mayor exportador y productor mundial de kiwi, uva (8.519.418 toneladas) y alcachofa (469.980 toneladas).","[???] dünyanın en büyük kivi, üzüm (8.519.418 ton) ve enginar (469.980 ton) ihracatçısı ve üreticisi olarak önemli bir tarımsal ihracatçıdır."
[???] has a nationally run healthcare system which was founded in 1978.,"[???] имеет национальную систему здравоохранения, основанную в 1978 году.","[???] ma ogólnokrajowy system opieki zdrowotnej, który został założony w 1978 roku.","[???] мае нацыянальную сістэму аховы здароўя, якая была заснавана ў 1978 годзе.","[???] має національну систему охорони здоров’я, яка була заснована в 1978 році.","[???] има национална система за здравеопазване, която е основана през 1978 г.","[???] ima nacionalno voden sistem zdravstvenega varstva, ki je bil ustanovljen leta 1978.","[???] má celostátně provozovaný zdravotnický systém, který byl založen v roce 1978.",[???] té un sistema sanitari gestionat a nivell nacional que es va fundar el 1978.,[???] tiene un sistema de salud administrado a nivel nacional que fue fundado en 1978.,"[???], 1978'de kurulmuş, ulusal olarak yürütülen bir sağlık sistemine sahiptir."
"[???] hosts a broad variety of universities, colleges and academies.","[???] находится множество университетов, колледжей и академий.","[???] gości szeroką gamę uniwersytetów, szkół wyższych i akademii.","[???] размяшчае шырокі спектр універсітэтаў, каледжаў і акадэмій.","[???] містить широкий спектр університетів, коледжів і академій.","[???] е домакин на голямо разнообразие от университети, колежи и академии.","[???] gosti široko paleto univerz, visokih šol in akademij.","[???] hostí širokou škálu univerzit, vysokých škol a akademií.","[???] acull una gran varietat d'universitats, col·legis i acadèmies.","[???] alberga una amplia variedad de universidades, colegios y academias.","[???] çok çeşitli üniversitelere, kolejlere ve akademilere ev sahipliği yapmaktadır."
